NCBI GeneID,Symbol,Description,Taxonomic Name,Gene Type,Ensembl GeneIDs
150771,ITPRIPL1,ITPRIP like 1,Homo sapiens,PROTEIN_CODING,ENSG00000198885
150786,RAB6D,"RAB6D, member RAS oncogene family",Homo sapiens,PROTEIN_CODING,ENSG00000233087
151313,FAHD2B,fumarylacetoacetate hydrolase domain containing 2B,Homo sapiens,PROTEIN_CODING,ENSG00000144199
151507,MSL3P1,MSL complex subunit 3 pseudogene 1,Homo sapiens,PROTEIN_CODING,ENSG00000224287
151525,WDSUB1,"WD repeat, sterile alpha motif and U-box domain containing 1",Homo sapiens,PROTEIN_CODING,ENSG00000196151
151649,PP2D1,protein phosphatase 2C like domain containing 1,Homo sapiens,PROTEIN_CODING,ENSG00000183977
151651,EFHB,EF-hand domain family member B,Homo sapiens,PROTEIN_CODING,ENSG00000163576
152015,ROPN1B,rhophilin associated tail protein 1B,Homo sapiens,PROTEIN_CODING,ENSG00000114547
152065,C3orf22,chromosome 3 open reading frame 22,Homo sapiens,PROTEIN_CODING,ENSG00000180697
152940,SPMIP2,sperm microtubule inner protein 2,Homo sapiens,PROTEIN_CODING,ENSG00000164123
153328,SLC25A48,solute carrier family 25 member 48,Homo sapiens,PROTEIN_CODING,ENSG00000145832
153643,FAM81B,family with sequence similarity 81 member B,Homo sapiens,PROTEIN_CODING,ENSG00000153347
153768,PRELID2,PRELI domain containing 2,Homo sapiens,PROTEIN_CODING,ENSG00000186314
153918,ZC2HC1B,zinc finger C2HC-type containing 1B,Homo sapiens,PROTEIN_CODING,ENSG00000118491
154790,CLEC2L,C-type lectin domain family 2 member L,Homo sapiens,PROTEIN_CODING,ENSG00000236279
155006,TMEM213,transmembrane protein 213,Homo sapiens,PROTEIN_CODING,ENSG00000214128
157542,TMEM276-ZFTRAF1,TMEM276-ZFTRAF1 readthrough,Homo sapiens,PROTEIN_CODING,ENSG00000291316
157697,ERICH1,glutamate rich 1,Homo sapiens,PROTEIN_CODING,ENSG00000104714
157777,MCMDC2,minichromosome maintenance domain containing 2,Homo sapiens,PROTEIN_CODING,ENSG00000178460
158131,OR1Q1,olfactory receptor family 1 subfamily Q member 1,Homo sapiens,PROTEIN_CODING,ENSG00000165202
158248,TTC16,tetratricopeptide repeat domain 16,Homo sapiens,PROTEIN_CODING,ENSG00000167094
158431,ZNF782,zinc finger protein 782,Homo sapiens,PROTEIN_CODING,ENSG00000196597
158724,FAM47A,family with sequence similarity 47 member A,Homo sapiens,PROTEIN_CODING,ENSG00000185448
158830,CXorf65,chromosome X open reading frame 65,Homo sapiens,PROTEIN_CODING,ENSG00000204165
158931,TCEAL6,transcription elongation factor A like 6,Homo sapiens,PROTEIN_CODING,
159013,CXorf38,chromosome X open reading frame 38,Homo sapiens,PROTEIN_CODING,ENSG00000185753
159091,PABIR3,PABIR family member 3,Homo sapiens,PROTEIN_CODING,ENSG00000156500
160298,C11orf42,chromosome 11 open reading frame 42,Homo sapiens,PROTEIN_CODING,ENSG00000180878
160419,C12orf50,chromosome 12 open reading frame 50,Homo sapiens,PROTEIN_CODING,ENSG00000165805
161394,SAMD15,sterile alpha motif domain containing 15,Homo sapiens,PROTEIN_CODING,ENSG00000100583
161502,CFAP161,cilia and flagella associated protein 161,Homo sapiens,PROTEIN_CODING,ENSG00000156206
161753,CIMAP1C,ciliary microtubule associated protein 1C,Homo sapiens,PROTEIN_CODING,ENSG00000182950
161779,PGBD4,piggyBac transposable element derived 4,Homo sapiens,PROTEIN_CODING,ENSG00000182405
161829,EXD1,exonuclease 3'-5' domain containing 1,Homo sapiens,PROTEIN_CODING,ENSG00000178997
162073,ITPRIPL2,ITPRIP like 2,Homo sapiens,PROTEIN_CODING,ENSG00000205730
162083,C16orf82,chromosome 16 open reading frame 82,Homo sapiens,PROTEIN_CODING,ENSG00000234186
162282,ANKFN1,ankyrin repeat and fibronectin type III domain containing 1,Homo sapiens,PROTEIN_CODING,ENSG00000153930
162387,MFSD6L,major facilitator superfamily domain containing 6 like,Homo sapiens,PROTEIN_CODING,ENSG00000185156
162655,ZNF519,zinc finger protein 519,Homo sapiens,PROTEIN_CODING,ENSG00000175322
162962,ZNF836,zinc finger protein 836,Homo sapiens,PROTEIN_CODING,ENSG00000196267
162963,ZNF610,zinc finger protein 610,Homo sapiens,PROTEIN_CODING,ENSG00000167554
162966,ZNF600,zinc finger protein 600,Homo sapiens,PROTEIN_CODING,ENSG00000189190
162968,ZNF497,zinc finger protein 497,Homo sapiens,PROTEIN_CODING,ENSG00000174586
162972,ZNF550,zinc finger protein 550,Homo sapiens,PROTEIN_CODING,ENSG00000251369
162993,ZNF846,zinc finger protein 846,Homo sapiens,PROTEIN_CODING,ENSG00000196605
162998,OR7D2,olfactory receptor family 7 subfamily D member 2,Homo sapiens,PROTEIN_CODING,ENSG00000188000
163049,ZNF791,zinc finger protein 791,Homo sapiens,PROTEIN_CODING,ENSG00000173875
163050,ZNF564,zinc finger protein 564,Homo sapiens,PROTEIN_CODING,ENSG00000249709
163051,ZNF709,zinc finger protein 709,Homo sapiens,PROTEIN_CODING,ENSG00000242852
163131,ZNF780B,zinc finger protein 780B,Homo sapiens,PROTEIN_CODING,ENSG00000128000
163154,PRR22,proline rich 22,Homo sapiens,PROTEIN_CODING,ENSG00000212123
163227,ZNF100,zinc finger protein 100,Homo sapiens,PROTEIN_CODING,ENSG00000197020
163479,FNDC7,fibronectin type III domain containing 7,Homo sapiens,PROTEIN_CODING,ENSG00000143107
163747,CIMAP2,ciliary microtubule associated protein 2,Homo sapiens,PROTEIN_CODING,ENSG00000162398
163933,FAM43B,family with sequence similarity 43 member B,Homo sapiens,PROTEIN_CODING,ENSG00000183114
164118,TTC24,tetratricopeptide repeat domain 24,Homo sapiens,PROTEIN_CODING,ENSG00000187862
164127,CCDC185,coiled-coil domain containing 185,Homo sapiens,PROTEIN_CODING,ENSG00000178395
164237,WFDC13,WAP four-disulfide core domain 13,Homo sapiens,PROTEIN_CODING,ENSG00000168634
164395,TTLL9,tubulin tyrosine ligase like 9,Homo sapiens,PROTEIN_CODING,ENSG00000131044
164714,TTLL8,tubulin tyrosine ligase like 8,Homo sapiens,PROTEIN_CODING,ENSG00000138892
165100,TEX44,testis expressed 44,Homo sapiens,PROTEIN_CODING,ENSG00000177673
165186,TOGARAM2,TOG array regulator of axonemal microtubules 2,Homo sapiens,PROTEIN_CODING,ENSG00000189350
165530,CLEC4F,C-type lectin domain family 4 member F,Homo sapiens,PROTEIN_CODING,ENSG00000152672
166348,KBTBD12,kelch repeat and BTB domain containing 12,Homo sapiens,PROTEIN_CODING,ENSG00000187715
166863,RBM46,RNA binding motif protein 46,Homo sapiens,PROTEIN_CODING,ENSG00000151962
166979,CDC20B,cell division cycle 20B,Homo sapiens,PROTEIN_CODING,ENSG00000164287
167359,NIM1K,NIM1 serine/threonine protein kinase,Homo sapiens,PROTEIN_CODING,ENSG00000177453
167555,FAM151B,family with sequence similarity 151 member B,Homo sapiens,PROTEIN_CODING,ENSG00000152380
168417,ZNF679,zinc finger protein 679,Homo sapiens,PROTEIN_CODING,ENSG00000197123
168448,CDC14C,cell division cycle 14C,Homo sapiens,PROTEIN_CODING,ENSG00000218305
168975,CNBD1,cyclic nucleotide binding domain containing 1,Homo sapiens,PROTEIN_CODING,ENSG00000176571
169200,TMEM64,transmembrane protein 64,Homo sapiens,PROTEIN_CODING,ENSG00000180694
169270,ZNF596,zinc finger protein 596,Homo sapiens,PROTEIN_CODING,ENSG00000172748
169693,TMEM252,transmembrane protein 252,Homo sapiens,PROTEIN_CODING,ENSG00000181778
169834,ZNF883,zinc finger protein 883,Homo sapiens,PROTEIN_CODING,ENSG00000228623
170062,FAM47B,family with sequence similarity 47 member B,Homo sapiens,PROTEIN_CODING,ENSG00000189132
170067,SUPT20HL2,SUPT20H like 2,Homo sapiens,PROTEIN_CODING,ENSG00000223611
170370,FAM170B,family with sequence similarity 170 member B,Homo sapiens,PROTEIN_CODING,ENSG00000172538
170371,TMEM273,transmembrane protein 273,Homo sapiens,PROTEIN_CODING,ENSG00000204161
170487,ACTL10,actin like 10,Homo sapiens,PROTEIN_CODING,ENSG00000288649
170627,XAGE5,X antigen family member 5,Homo sapiens,PROTEIN_CODING,ENSG00000171405
170958,ZNF525,zinc finger protein 525,Homo sapiens,PROTEIN_CODING,ENSG00000203326
170960,ZNF721,zinc finger protein 721,Homo sapiens,PROTEIN_CODING,ENSG00000182903
170961,ANKRD24,ankyrin repeat domain 24,Homo sapiens,PROTEIN_CODING,ENSG00000089847
171222,UBE2L5,ubiquitin conjugating enzyme E2 L5,Homo sapiens,PROTEIN_CODING,ENSG00000236444
195977,ANTXRL,ANTXR like,Homo sapiens,PROTEIN_CODING,ENSG00000274209
196120,SSU72L5,SSU72 like 5,Homo sapiens,PROTEIN_CODING,ENSG00000284018
196335,OR56B4,olfactory receptor family 56 subfamily B member 4,Homo sapiens,PROTEIN_CODING,ENSG00000180919
196394,AMN1,antagonist of mitotic exit network 1 homolog,Homo sapiens,PROTEIN_CODING,ENSG00000151743
196446,MYRFL,myelin regulatory factor like,Homo sapiens,PROTEIN_CODING,ENSG00000166268
196472,GARIN6,golgi associated RAB2 interactor family member 6,Homo sapiens,PROTEIN_CODING,ENSG00000180219
196477,CCER1,coiled-coil glutamate rich protein 1,Homo sapiens,PROTEIN_CODING,ENSG00000197651
196792,FAM24B,family with sequence similarity 24 member B,Homo sapiens,PROTEIN_CODING,ENSG00000213185
196951,FAM227B,family with sequence similarity 227 member B,Homo sapiens,PROTEIN_CODING,ENSG00000166262
196996,GRAMD2A,GRAM domain containing 2A,Homo sapiens,PROTEIN_CODING,ENSG00000175318
198437,LKAAEAR1,LKAAEAR motif containing 1,Homo sapiens,PROTEIN_CODING,ENSG00000171695
199704,ZNF585A,zinc finger protein 585A,Homo sapiens,PROTEIN_CODING,ENSG00000196967
199777,ZNF626,zinc finger protein 626,Homo sapiens,PROTEIN_CODING,ENSG00000188171
199800,ADM5,adrenomedullin 5 (putative),Homo sapiens,PROTEIN_CODING,ENSG00000224420
199834,LCE4A,late cornified envelope 4A,Homo sapiens,PROTEIN_CODING,ENSG00000187170
199870,FAM76A,family with sequence similarity 76 member A,Homo sapiens,PROTEIN_CODING,ENSG00000009780
199964,TMEM61,transmembrane protein 61,Homo sapiens,PROTEIN_CODING,ENSG00000143001
200010,SLC5A9,solute carrier family 5 member 9,Homo sapiens,PROTEIN_CODING,ENSG00000117834
200035,NUDT17,nudix hydrolase 17,Homo sapiens,PROTEIN_CODING,ENSG00000186364
200159,SPMIP3,sperm microtubule inner protein 3,Homo sapiens,PROTEIN_CODING,ENSG00000173728
200172,SLFNL1,schlafen like 1,Homo sapiens,PROTEIN_CODING,ENSG00000171790
200232,FAM209A,family with sequence similarity 209 member A,Homo sapiens,PROTEIN_CODING,ENSG00000124103
200312,RNF215,ring finger protein 215,Homo sapiens,PROTEIN_CODING,ENSG00000099999
200726,FAM237A,family with sequence similarity 237 member A,Homo sapiens,PROTEIN_CODING,ENSG00000235118
200844,CFAP20DC,CFAP20 domain containing,Homo sapiens,PROTEIN_CODING,ENSG00000163689
201158,TVP23C,trans-golgi network vesicle protein 23 homolog C,Homo sapiens,PROTEIN_CODING,ENSG00000175106
201181,ZNF385C,zinc finger protein 385C,Homo sapiens,PROTEIN_CODING,ENSG00000187595
201229,LYRM9,LYR motif containing 9,Homo sapiens,PROTEIN_CODING,ENSG00000232859
201232,SLC16A13,solute carrier family 16 member 13,Homo sapiens,PROTEIN_CODING,ENSG00000174327
201243,SPEM2,SPEM family member 2,Homo sapiens,PROTEIN_CODING,ENSG00000184560
201514,ZNF584,zinc finger protein 584,Homo sapiens,PROTEIN_CODING,ENSG00000171574
201798,TIGD4,tigger transposable element derived 4,Homo sapiens,PROTEIN_CODING,ENSG00000169989
202309,GAPT,"GRB2 binding adaptor protein, transmembrane",Homo sapiens,PROTEIN_CODING,ENSG00000175857
202658,TRIM39-RPP21,TRIM39-RPP21 readthrough,Homo sapiens,PROTEIN_CODING,ENSG00000248167
202865,C7orf33,chromosome 7 open reading frame 33,Homo sapiens,PROTEIN_CODING,ENSG00000170279
203076,C8orf74,chromosome 8 open reading frame 74,Homo sapiens,PROTEIN_CODING,ENSG00000171060
203111,ERICH5,glutamate rich 5,Homo sapiens,PROTEIN_CODING,ENSG00000177459
203238,CCDC171,coiled-coil domain containing 171,Homo sapiens,PROTEIN_CODING,ENSG00000164989
203260,CCDC107,coiled-coil domain containing 107,Homo sapiens,PROTEIN_CODING,ENSG00000159884
203430,RTL3,retrotransposon Gag like 3,Homo sapiens,PROTEIN_CODING,ENSG00000179300
203522,INTS6L,integrator complex subunit 6 like,Homo sapiens,PROTEIN_CODING,ENSG00000165359
203562,TMEM31,transmembrane protein 31,Homo sapiens,PROTEIN_CODING,ENSG00000179363
205147,AMER3,APC membrane recruitment protein 3,Homo sapiens,PROTEIN_CODING,ENSG00000178171
206412,C6orf163,chromosome 6 open reading frame 163,Homo sapiens,PROTEIN_CODING,ENSG00000203872
2097,ESB3,esterase B3,Homo sapiens,PROTEIN_CODING,
219417,OR8U1,olfactory receptor family 8 subfamily U member 1,Homo sapiens,PROTEIN_CODING,ENSG00000172199
219428,OR4C16,olfactory receptor family 4 subfamily C member 16,Homo sapiens,PROTEIN_CODING,ENSG00000279514
219429,OR4C11,olfactory receptor family 4 subfamily C member 11,Homo sapiens,PROTEIN_CODING,ENSG00000172188
219431,OR4S2,olfactory receptor family 4 subfamily S member 2,Homo sapiens,PROTEIN_CODING,ENSG00000174982
219432,OR4C6,olfactory receptor family 4 subfamily C member 6,Homo sapiens,PROTEIN_CODING,ENSG00000181903
219436,OR5D14,olfactory receptor family 5 subfamily D member 14,Homo sapiens,PROTEIN_CODING,ENSG00000186113
219437,OR5L1,olfactory receptor family 5 subfamily L member 1,Homo sapiens,PROTEIN_CODING,ENSG00000279395
219438,OR5D18,olfactory receptor family 5 subfamily D member 18,Homo sapiens,PROTEIN_CODING,ENSG00000186119
219447,OR5AS1,olfactory receptor family 5 subfamily AS member 1,Homo sapiens,PROTEIN_CODING,ENSG00000181785
219453,OR8K5,olfactory receptor family 8 subfamily K member 5,Homo sapiens,PROTEIN_CODING,ENSG00000181752
219464,OR5T2,olfactory receptor family 5 subfamily T member 2,Homo sapiens,PROTEIN_CODING,ENSG00000181718
219469,OR8H1,olfactory receptor family 8 subfamily H member 1,Homo sapiens,PROTEIN_CODING,ENSG00000181693
219473,OR8K3,olfactory receptor family 8 subfamily K member 3 (gene/pseudogene),Homo sapiens,PROTEIN_CODING,ENSG00000280314
219477,OR8J1,olfactory receptor family 8 subfamily J member 1,Homo sapiens,PROTEIN_CODING,ENSG00000172487
219479,OR8U3,olfactory receptor family 8 subfamily U member 3,Homo sapiens,PROTEIN_CODING,ENSG00000279961
219482,OR5M3,olfactory receptor family 5 subfamily M member 3,Homo sapiens,PROTEIN_CODING,ENSG00000174937
219484,OR5M8,olfactory receptor family 5 subfamily M member 8,Homo sapiens,PROTEIN_CODING,ENSG00000181371
219487,OR5M11,olfactory receptor family 5 subfamily M member 11,Homo sapiens,PROTEIN_CODING,ENSG00000255223
219493,OR5AR1,olfactory receptor family 5 subfamily AR member 1,Homo sapiens,PROTEIN_CODING,ENSG00000172459
219557,TEX47,testis expressed 47,Homo sapiens,PROTEIN_CODING,ENSG00000164645
219858,OR8B12,olfactory receptor family 8 subfamily B member 12,Homo sapiens,PROTEIN_CODING,ENSG00000170953
219865,OR8G5,olfactory receptor family 8 subfamily G member 5,Homo sapiens,PROTEIN_CODING,ENSG00000255298
219869,OR10G8,olfactory receptor family 10 subfamily G member 8,Homo sapiens,PROTEIN_CODING,ENSG00000234560
219870,OR10G9,olfactory receptor family 10 subfamily G member 9,Homo sapiens,PROTEIN_CODING,ENSG00000236981
219873,OR10S1,olfactory receptor family 10 subfamily S member 1,Homo sapiens,PROTEIN_CODING,ENSG00000196248
219874,OR6T1,olfactory receptor family 6 subfamily T member 1,Homo sapiens,PROTEIN_CODING,ENSG00000181499
219875,OR4D5,olfactory receptor family 4 subfamily D member 5,Homo sapiens,PROTEIN_CODING,ENSG00000171014
219902,TLCD5,TLC domain containing 5,Homo sapiens,PROTEIN_CODING,ENSG00000181264
219952,OR6Q1,olfactory receptor family 6 subfamily Q member 1,Homo sapiens,PROTEIN_CODING,ENSG00000279051
219954,OR9I1,olfactory receptor family 9 subfamily I member 1,Homo sapiens,PROTEIN_CODING,ENSG00000172377
219956,OR9Q1,olfactory receptor family 9 subfamily Q member 1,Homo sapiens,PROTEIN_CODING,ENSG00000186509
219957,OR9Q2,olfactory receptor family 9 subfamily Q member 2,Homo sapiens,PROTEIN_CODING,ENSG00000186513
219958,OR1S2,olfactory receptor family 1 subfamily S member 2,Homo sapiens,PROTEIN_CODING,ENSG00000197887
219959,OR1S1,olfactory receptor family 1 subfamily S member 1,Homo sapiens,PROTEIN_CODING,ENSG00000280204
219960,OR10Q1,olfactory receptor family 10 subfamily Q member 1,Homo sapiens,PROTEIN_CODING,ENSG00000180475
219965,OR5B17,olfactory receptor family 5 subfamily B member 17,Homo sapiens,PROTEIN_CODING,ENSG00000197786
219968,OR5B21,olfactory receptor family 5 subfamily B member 21,Homo sapiens,PROTEIN_CODING,ENSG00000198283
219981,OR5A2,olfactory receptor family 5 subfamily A member 2,Homo sapiens,PROTEIN_CODING,ENSG00000172324
219982,OR5A1,olfactory receptor family 5 subfamily A member 1,Homo sapiens,PROTEIN_CODING,ENSG00000172320
219983,OR4D6,olfactory receptor family 4 subfamily D member 6,Homo sapiens,PROTEIN_CODING,ENSG00000166884
219986,OR4D11,olfactory receptor family 4 subfamily D member 11,Homo sapiens,PROTEIN_CODING,ENSG00000176200
219990,OOSP2,oocyte secreted protein 2,Homo sapiens,PROTEIN_CODING,ENSG00000149507
219995,MS4A15,membrane spanning 4-domains A15,Homo sapiens,PROTEIN_CODING,ENSG00000166961
220032,GDPD4,glycerophosphodiester phosphodiesterase domain containing 4,Homo sapiens,PROTEIN_CODING,ENSG00000178795
220081,ERICH6B,glutamate rich 6B,Homo sapiens,PROTEIN_CODING,ENSG00000165837
220323,OAF,out at first homolog,Homo sapiens,PROTEIN_CODING,ENSG00000184232
220382,FAM181B,family with sequence similarity 181 member B,Homo sapiens,PROTEIN_CODING,ENSG00000182103
220388,CCDC89,coiled-coil domain containing 89,Homo sapiens,PROTEIN_CODING,ENSG00000179071
220416,LRRC63,leucine rich repeat containing 63,Homo sapiens,PROTEIN_CODING,ENSG00000173988
220869,ZNG1E,Zn regulated GTPase metalloprotein activator 1E,Homo sapiens,PROTEIN_CODING,ENSG00000147996
220992,ZNF485,zinc finger protein 485,Homo sapiens,PROTEIN_CODING,ENSG00000198298
221091,LRRN4CL,LRRN4 C-terminal like,Homo sapiens,PROTEIN_CODING,ENSG00000177363
221191,PRSS54,serine protease 54,Homo sapiens,PROTEIN_CODING,ENSG00000103023
221303,FAM162B,family with sequence similarity 162 member B,Homo sapiens,PROTEIN_CODING,ENSG00000183807
221336,BEND6,BEN domain containing 6,Homo sapiens,PROTEIN_CODING,ENSG00000151917
221424,LRRC73,leucine rich repeat containing 73,Homo sapiens,PROTEIN_CODING,ENSG00000204052
221481,ARMC12,armadillo repeat containing 12,Homo sapiens,PROTEIN_CODING,ENSG00000157343
221710,SMIM13,small integral membrane protein 13,Homo sapiens,PROTEIN_CODING,ENSG00000224531
221749,PXDC1,PX domain containing 1,Homo sapiens,PROTEIN_CODING,ENSG00000168994
221806,VWDE,von Willebrand factor D and EGF domains,Homo sapiens,PROTEIN_CODING,ENSG00000146530
222183,SRRM3,serine/arginine repetitive matrix 3,Homo sapiens,PROTEIN_CODING,ENSG00000177679
222234,FAM185A,family with sequence similarity 185 member A,Homo sapiens,PROTEIN_CODING,ENSG00000222011
222659,PXT1,peroxisomal testis enriched protein 1,Homo sapiens,PROTEIN_CODING,ENSG00000179165
222696,ZSCAN23,zinc finger and SCAN domain containing 23,Homo sapiens,PROTEIN_CODING,ENSG00000187987
222826,FAM217A,family with sequence similarity 217 member A,Homo sapiens,PROTEIN_CODING,ENSG00000145975
222967,RSPH10B,radial spoke head 10 homolog B,Homo sapiens,PROTEIN_CODING,ENSG00000155026
22817,NR1I4,nuclear receptor subfamily 1 group I member 4,Homo sapiens,PROTEIN_CODING,
2310,FOXO3B,forkhead box O3B,Homo sapiens,PROTEIN_CODING,ENSG00000240445
23232,TBC1D12,TBC1 domain family member 12,Homo sapiens,PROTEIN_CODING,ENSG00000108239
23302,WSCD1,WSC domain containing 1,Homo sapiens,PROTEIN_CODING,ENSG00000179314
23366,MATCAP2,microtubule associated tyrosine carboxypeptidase 2,Homo sapiens,PROTEIN_CODING,ENSG00000164542
23538,OR52A1,olfactory receptor family 52 subfamily A member 1,Homo sapiens,PROTEIN_CODING,ENSG00000182070
